user1,"['Patel Brothers', 'Quigley', 'Shedd Aquarium']"
user2,"['Parivar Grocers', 'Shedd Aquarium', 'Patel Brothers']"
user4,"['Taste of Peru', 'Shedd Aquarium', 'Captains Walk Shopping Mall']"
user5,"['Parivar Grocers', 'Skokie Fashion Square', 'Millennium Park']"
user3,"['Patel Brothers', 'Shedd Aquarium', 'Quigley']"
